cases_methyl,sample_type,cg00632019,cg00636124,cg01755539,cg02411582,cg02871891,cg03101936,cg06329197,cg07361448,cg08572679,cg09140090,cg09632858,cg10214171,cg10221365,cg16752029,cg24206694,cg24705286,cg27118526
TCGA-ES-A2HT-01A-12D-A17Z-05,Primary Tumor,0.942189595,0.064194182,0.014539748,0.6866156,0.824907904,0.842027162,0.042722926,0.91626455,0.014767993,0.009445084,0.948022312,0.049093819,0.917183664,0.104107784,0.059425179,0.119230669,0.031952787
TCGA-ES-A2HT-11A-11D-A17Z-05,Solid Tissue Normal,0.937256556,0.136690755,0.011332075,0.741934105,0.829787517,0.513698214,0.069305283,0.923138972,0.012545128,0.008443478,0.958475714,0.059157475,0.858787113,0.073288152,0.069537512,0.139352681,0.020936342
TCGA-FV-A23B-01A-11D-A16X-05,Primary Tumor,0.902045334,0.046982327,0.01730488,0.670048787,0.86784239,0.470316448,0.033878779,0.937512815,0.021196094,0.015484633,0.94447329,0.04103013,0.888354182,0.080909546,0.031845075,0.054198174,0.017820917
TCGA-FV-A23B-11A-11D-A16X-05,Solid Tissue Normal,0.931507726,0.116497991,0.013297344,0.469861786,0.506640326,0.526604624,0.052783196,0.910676208,0.014443976,0.013439501,0.919679292,0.055078045,0.814875071,0.061027428,0.039494738,0.088487279,0.019806766
TCGA-FV-A2QQ-01A-11D-A22H-05,Primary Tumor,0.939979121,0.015022912,0.014708414,0.709637061,0.85192625,0.417718763,0.032281948,0.94603957,0.01468464,0.008938784,0.958258848,0.042624387,0.838892825,0.049751126,0.032838027,0.064352844,0.021125697
TCGA-FV-A2QR-01A-11D-A20Z-05,Primary Tumor,0.915732644,0.244172011,0.017316553,0.647512483,0.671195721,0.327090819,0.066441507,0.905452395,0.018875098,0.011546559,0.944434348,0.034992487,0.291625681,0.098607409,0.039930395,0.080966606,0.024729177
TCGA-FV-A2QR-11A-11D-A20Z-05,Solid Tissue Normal,0.923634733,0.071298986,0.015673761,0.493039256,0.440231451,0.428161811,0.071518322,0.909881645,0.015228956,0.008749489,0.959930458,0.047297757,0.703057222,0.090188422,0.047693259,0.084224326,0.017925599
TCGA-FV-A3I0-01A-11D-A22H-05,Primary Tumor,0.91727122,0.012920581,0.018036926,0.87084046,0.196636053,0.902081355,0.037850534,0.954559279,0.021510731,0.010853676,0.961001872,0.042512129,0.929087761,0.06028304,0.036395467,0.064007634,0.017898615
TCGA-FV-A3I1-01A-11D-A22H-05,Primary Tumor,0.938775963,0.015737989,0.014173958,0.760037709,0.838646295,0.54045048,0.029226792,0.909981072,0.016572149,0.010980445,0.962921875,0.045854541,0.850411746,0.06240649,0.032748658,0.065818765,0.016181618
TCGA-FV-A3R2-01A-11D-A22H-05,Primary Tumor,0.915547917,0.014988376,0.019050596,0.847661111,0.947042035,0.509480063,0.029567537,0.942923366,0.024792002,0.012109929,0.961087713,0.03228529,0.947109215,0.042849713,0.027612415,0.044613634,0.020485893
TCGA-FV-A3R3-01A-11D-A22H-05,Primary Tumor,0.906036186,0.013640498,0.014937142,0.6018144,0.515539616,0.458272599,0.038690816,0.916992384,0.016272988,0.009143635,0.960496509,0.048965622,0.915757923,0.052103432,0.040982968,0.064136406,0.021659884
TCGA-FV-A495-01A-11D-A264-05,Primary Tumor,0.924640325,0.071846243,0.014856457,0.711070527,0.788100757,0.405063809,0.044838481,0.936886346,0.012554096,0.009172635,0.947721575,0.031513705,0.783928453,0.06641982,0.037719443,0.094211105,0.018297814
TCGA-FV-A496-01A-11D-A264-05,Primary Tumor,0.914649879,0.102009273,0.01383774,0.667569495,0.84454702,0.364711061,0.04456866,0.897939646,0.016655662,0.009529328,0.94685013,0.032680022,0.704860033,0.071274217,0.061753637,0.101378145,0.021972462
TCGA-FV-A4ZP-01A-12D-A264-05,Primary Tumor,0.913969132,0.037659084,0.016950863,0.576829942,0.886167279,0.646080121,0.035462643,0.919256587,0.013764091,0.010513734,0.943181504,0.033924202,0.746825437,0.05725237,0.033272499,0.097333157,0.022117967
TCGA-FV-A4ZQ-01A-11D-A264-05,Primary Tumor,0.939935654,0.081527459,0.014795894,0.698501849,0.934815842,0.695353797,0.04361803,0.926197834,0.01483977,0.008996381,0.947724932,0.038962234,0.951836461,0.060836222,0.043266904,0.083286183,0.017244964
TCGA-G3-A25S-01A-11D-A16X-05,Primary Tumor,0.881753221,0.183905709,0.013635821,0.424995151,0.744543308,0.443353459,0.047961133,0.683070747,0.014718114,0.009107103,0.884677465,0.055662495,0.761326675,0.097473094,0.043657537,0.069180544,0.022591354
TCGA-G3-A25T-01A-11D-A16X-05,Primary Tumor,0.931628698,0.098664762,0.012965564,0.813328676,0.901112797,0.849201087,0.040391353,0.897232016,0.026546158,0.028087818,0.949995801,0.034612889,0.916075898,0.093030308,0.043620912,0.142687079,0.016747301
TCGA-G3-A25U-01A-11D-A16X-05,Primary Tumor,0.935939409,0.185493535,0.014766581,0.409630467,0.329399844,0.201926287,0.07056495,0.909287641,0.015784812,0.011251853,0.957213457,0.054452713,0.9121047,0.095826226,0.059994511,0.069117186,0.016390488
TCGA-G3-A25V-01A-11D-A16X-05,Primary Tumor,0.922678004,0.08399979,0.016580893,0.598570207,0.616424002,0.576327698,0.063447073,0.87726307,0.017491549,0.010183957,0.946910168,0.055887787,0.78509127,0.073591609,0.068688402,0.120455814,0.016119599
TCGA-G3-A25W-01A-11D-A16X-05,Primary Tumor,0.952477854,0.083674783,0.020163963,0.679576868,0.904329359,0.567161042,0.069872437,0.929355162,0.016165009,0.010002925,0.945392414,0.045574677,0.923990526,0.069885629,0.050830246,0.090297195,0.016368253
TCGA-G3-A25W-11A-12D-A16X-05,Solid Tissue Normal,0.948071213,0.046107193,0.013334694,0.546037215,0.517360622,0.424006318,0.048987218,0.915114463,0.015944429,0.015490368,0.955714735,0.045169989,0.745112297,0.08134117,0.073644888,0.085431762,0.01983573
TCGA-G3-A25X-01A-11D-A16X-05,Primary Tumor,0.854994157,0.067104468,0.012596763,0.680318112,0.869484734,0.65983042,0.034396018,0.906375832,0.02088526,0.011356637,0.937863979,0.054344611,0.781041559,0.052131371,0.044684741,0.088533424,0.017293212
TCGA-G3-A25X-11A-11D-A16X-05,Solid Tissue Normal,0.850505386,0.146950296,0.014241251,0.453580045,0.516782258,0.39494607,0.034697034,0.91009815,0.019079201,0.012672412,0.931277817,0.053409366,0.724743333,0.068115656,0.111128302,0.085570734,0.016064628
TCGA-G3-A25Y-01A-11D-A16X-05,Primary Tumor,0.889378184,0.047712158,0.016977955,0.749222277,0.845177151,0.851804146,0.04551283,0.901628985,0.019493391,0.011036446,0.956175707,0.052760832,0.943163138,0.110850067,0.046671364,0.073777044,0.017735822
TCGA-G3-A25Z-01A-11D-A16X-05,Primary Tumor,0.937699282,0.138416312,0.014916082,0.527219275,0.889637984,0.599028937,0.032821557,0.89988698,0.015488002,0.008905769,0.954452703,0.050234398,0.866146913,0.083883609,0.044267595,0.075903262,0.024758823
TCGA-G3-A3CG-01A-11D-A20Z-05,Primary Tumor,0.924738768,0.148552992,0.015050776,0.733709445,0.88906982,0.490478294,0.044191542,0.928372116,0.016235041,0.010925066,0.953257984,0.050483871,0.93208047,0.084495444,0.04865234,0.109585789,0.01772473
TCGA-G3-A3CH-01A-11D-A22H-05,Primary Tumor,0.931867097,0.014507397,0.013800665,0.787914244,0.875174384,0.533745913,0.044231417,0.934652326,0.01645075,0.009821664,0.950948144,0.044466439,0.6397864,0.063276758,0.02996959,0.058880816,0.015141042
TCGA-G3-A3CI-01A-11D-A20Z-05,Primary Tumor,0.895948093,0.165624843,0.014098996,0.704408688,0.867085633,0.831241699,0.084548019,0.905447384,0.017303002,0.010520088,0.923735694,0.042227774,0.923508863,0.085529451,0.040501086,0.060944175,0.01802472
TCGA-G3-A3CJ-01A-11D-A20Z-05,Primary Tumor,0.918848868,0.168425538,0.014772465,0.778975291,0.884836907,0.56001953,0.025876276,0.861875745,0.015324588,0.011393849,0.934932263,0.038065687,0.922171908,0.07913562,0.046926616,0.075877869,0.028820755
TCGA-G3-A3CK-01A-11D-A20Z-05,Primary Tumor,0.926599898,0.157995214,0.012124203,0.689313431,0.828202639,0.393028702,0.055665698,0.92323487,0.017721111,0.011098666,0.945017195,0.030681204,0.911509557,0.079163254,0.083533994,0.058963333,0.023800027
TCGA-G3-A5SI-01A-31D-A27W-05,Primary Tumor,0.914118002,0.013975514,0.0172523,0.779603603,0.924548601,0.615769143,0.03935363,0.936768661,0.019899383,0.013937239,0.955466959,0.035446431,0.931005443,0.061196678,0.038419779,0.077357375,0.017480708
TCGA-G3-A5SJ-01A-11D-A27W-05,Primary Tumor,0.916872892,0.015299127,0.021850957,0.772649224,0.885592646,0.422831432,0.023189773,0.92535433,0.019095495,0.01170408,0.957427158,0.02739597,0.927407594,0.05383035,0.031775736,0.068441745,0.019156858
TCGA-G3-A5SK-01A-11D-A27W-05,Primary Tumor,0.907734278,0.013271784,0.016798517,0.383175672,0.604170731,0.399893309,0.034271321,0.905324793,0.020829438,0.011441968,0.937311135,0.029049114,0.684851098,0.060359521,0.0304527,0.06523614,0.018094079
TCGA-G3-A5SL-01A-11D-A27W-05,Primary Tumor,0.890336009,0.012219726,0.020973401,0.773097683,0.904808118,0.467487431,0.033594967,0.937794223,0.024365018,0.013663161,0.930306294,0.029619806,0.911980971,0.052367557,0.031127345,0.064436985,0.020458982
TCGA-G3-A5SM-01A-12D-A28Y-05,Primary Tumor,0.935839267,0.091438112,0.0179025,0.703502061,0.837715958,0.581896116,0.039468915,0.909924662,0.017007536,0.009343824,0.939781357,0.049705753,0.863988828,0.080436109,0.034195554,0.114415275,0.020054525
TCGA-G3-A6UC-01A-21D-A33L-05,Primary Tumor,0.92543859,0.12623077,0.014166741,0.396451842,0.428386211,0.240409091,0.058124169,0.900655652,0.018675546,0.013454823,0.937817182,0.038704627,0.534659758,0.079320429,0.043781906,0.077550018,0.02444756
TCGA-G3-A7M5-01A-11D-A341-05,Primary Tumor,0.655670618,0.123756736,0.015753172,0.424565971,0.5633414,0.335523707,0.047209356,0.79414711,0.016178086,0.011402347,0.915436521,0.044539873,0.512629971,0.055517362,0.041541013,0.111387006,0.019408356
TCGA-G3-A7M6-01A-11D-A341-05,Primary Tumor,0.917882152,0.125260187,0.016090676,0.636732015,0.727106789,0.628536547,0.06160766,0.814646905,0.016545768,0.011332612,0.895472324,0.034503155,0.58509641,0.052555852,0.031101699,0.076942016,0.018732363
TCGA-G3-A7M7-01A-12D-A356-05,Primary Tumor,0.939091235,0.012302271,0.014392158,0.515463621,0.459688468,0.416512872,0.038592912,0.887769647,0.014970031,0.010394602,0.940676265,0.028092746,0.779000392,0.043345572,0.029386195,0.050441075,0.015403452
TCGA-G3-A7M8-01A-11D-A341-05,Primary Tumor,0.921938396,0.090789372,0.016222862,0.583108897,0.84768869,0.493368593,0.046817164,0.861064218,0.017642936,0.008595412,0.931249103,0.022581891,0.90833039,0.056170102,0.032385269,0.06344882,0.025316757
TCGA-G3-A7M9-01A-23D-A356-05,Primary Tumor,0.914699029,0.016998745,0.016161013,0.539114536,0.650833899,0.650001984,0.025157801,0.862002994,0.022687168,0.011908667,0.869165578,0.025588742,0.849244807,0.056382951,0.034359659,0.065507159,0.020348734
TCGA-G3-AAUZ-01A-11D-A383-05,Primary Tumor,0.907863572,0.259275979,0.01779769,0.428440355,0.580121642,0.311371579,0.07067353,0.8747586,0.019391331,0.012421705,0.940348158,0.037681436,0.363155277,0.05130811,0.091872744,0.146389252,0.036443192
TCGA-G3-AAV0-01A-11D-A36Y-05,Primary Tumor,0.862662044,0.016015072,0.018484231,0.279989418,0.129468265,0.257668518,0.036815954,0.923678615,0.023812018,0.014036274,0.952063906,0.042926069,0.325174346,0.421571668,0.056051301,0.069894636,0.02154133
TCGA-G3-AAV1-01A-11D-A383-05,Primary Tumor,0.924455982,0.240073363,0.015746058,0.592899851,0.847107848,0.449302304,0.047255352,0.910808941,0.018955239,0.011557411,0.941004522,0.048143578,0.821445631,0.158171763,0.071629108,0.095463278,0.061619533
TCGA-G3-AAV2-01A-11D-A36Y-05,Primary Tumor,0.93131801,0.046901256,0.018535972,0.821376805,0.922503462,0.457613739,0.041429047,0.914555878,0.0212728,0.012902707,0.922309256,0.038926264,0.911437829,0.073849687,0.038397163,0.103200428,0.019152452
TCGA-G3-AAV3-01A-11D-A36Y-05,Primary Tumor,0.887923223,0.099248298,0.016184169,0.713353673,0.8643464,0.486888418,0.033258578,0.893552129,0.019109879,0.012528063,0.900739533,0.044990758,0.701273011,0.068401181,0.037145358,0.073672439,0.023746928
TCGA-G3-AAV4-01A-11D-A383-05,Primary Tumor,0.911245597,0.242493083,0.016027028,0.750965163,0.932029837,0.593225619,0.060886661,0.899807538,0.020786877,0.012290574,0.936524608,0.040479412,0.436021619,0.065227718,0.042843257,0.113464709,0.027511246
TCGA-G3-AAV5-01A-11D-A36Y-05,Primary Tumor,0.846613916,0.116853626,0.01682407,0.822955865,0.887584314,0.799166015,0.046868728,0.926433551,0.018382893,0.013205319,0.941038481,0.046735754,0.573300915,0.051164599,0.041936231,0.065389119,0.020521612
TCGA-G3-AAV6-01A-21D-A36Y-05,Primary Tumor,0.878534247,0.258498641,0.016051339,0.522090821,0.591493679,0.652894987,0.035756115,0.897720749,0.021085204,0.013340291,0.924449487,0.028573347,0.842092834,0.04274223,0.033987689,0.066154587,0.018961093
TCGA-G3-AAV7-01A-11D-A383-05,Primary Tumor,0.892032916,0.191520177,0.017723438,0.844525927,0.914718152,0.66880984,0.05341412,0.940933993,0.01875034,0.013260344,0.953122951,0.02885499,0.92341029,0.058859115,0.051917643,0.110422534,0.022574357
TCGA-GJ-A3OU-01A-31D-A383-05,Primary Tumor,0.934108004,0.33175337,0.020489038,0.758496114,0.844008161,0.643020941,0.08526178,0.93182398,0.020175464,0.012205594,0.940319941,0.039384259,0.889458495,0.104056612,0.096822613,0.178197532,0.034237497
TCGA-GJ-A6C0-01A-12D-A30Y-05,Primary Tumor,0.937594617,0.155493538,0.014647362,0.649300755,0.77317086,0.322413335,0.056456348,0.889161858,0.016702691,0.012427368,0.941041251,0.036069396,0.353294172,0.095201008,0.030870252,0.110616502,0.023181245
TCGA-GJ-A9DB-01A-11D-A36Y-05,Primary Tumor,0.891588594,0.027733388,0.016800834,0.635962825,0.52161537,0.34634568,0.05609331,0.934614838,0.017321083,0.010146679,0.935992126,0.042404395,0.37894732,0.064446274,0.027119816,0.066117597,0.075067225
TCGA-HP-A5MZ-01A-21D-A27W-05,Primary Tumor,0.941495748,0.011986837,0.019026677,0.723697708,0.833239175,0.586381112,0.023158627,0.915240167,0.017215043,0.011499963,0.941336492,0.027199647,0.752081767,0.049954252,0.031426835,0.053468494,0.014406619
TCGA-HP-A5N0-01A-11D-A28Y-05,Primary Tumor,0.921390125,0.07885578,0.018153747,0.518055448,0.637990609,0.394289285,0.084475265,0.887645839,0.021307248,0.012544588,0.951639157,0.043984905,0.878089211,0.078669975,0.028619117,0.142214306,0.024906675
TCGA-K7-A5RF-01A-11D-A28Y-05,Primary Tumor,0.914440974,0.19024179,0.017316874,0.682364618,0.801957585,0.480418365,0.056298021,0.900698103,0.018535841,0.012192336,0.939909321,0.039107768,0.841298209,0.088850303,0.026719982,0.131533554,0.017396104
TCGA-K7-A5RG-01A-11D-A28Y-05,Primary Tumor,0.935078031,0.216030073,0.01532848,0.657842872,0.832580476,0.601561646,0.051536073,0.912559324,0.017607625,0.01159238,0.939905351,0.036083715,0.885222258,0.062414373,0.081904971,0.126337209,0.0181217
TCGA-K7-A6G5-01A-11D-A30Y-05,Primary Tumor,0.924884883,0.150743791,0.013292271,0.589606106,0.88157338,0.392460705,0.032077822,0.887507619,0.014672656,0.009480888,0.945850952,0.039074966,0.934727388,0.047859019,0.046875341,0.077654985,0.015600275
TCGA-K7-AAU7-01A-11D-A383-05,Primary Tumor,0.907652356,0.271773639,0.018570884,0.732151933,0.694840854,0.442682961,0.052188775,0.870173874,0.021931775,0.01414864,0.935340381,0.046823276,0.884776607,0.07161692,0.037495687,0.138320532,0.055615826
TCGA-KR-A7K0-01A-12D-A341-05,Primary Tumor,0.941354942,0.03086569,0.01449058,0.675563639,0.734275383,0.421354046,0.052864156,0.880548834,0.020816544,0.011809997,0.954444472,0.043018644,0.62573795,0.068171219,0.027724377,0.072041812,0.028539935
TCGA-KR-A7K2-01A-12D-A341-05,Primary Tumor,0.94222843,0.112745467,0.01545153,0.752921903,0.897133945,0.253552141,0.045083374,0.898029118,0.016198395,0.010366021,0.924125014,0.03432476,0.889865476,0.056538303,0.028946543,0.107085664,0.018170279
TCGA-KR-A7K7-01A-11D-A33L-05,Primary Tumor,0.948018643,0.051955821,0.018282774,0.552165607,0.900337741,0.688169299,0.049775803,0.892971844,0.017216844,0.013582178,0.936105074,0.034868385,0.726526948,0.065588283,0.053406704,0.127994628,0.018505886
TCGA-KR-A7K8-01A-11D-A33L-05,Primary Tumor,0.944617349,0.178297074,0.015800809,0.584186002,0.612798627,0.534373943,0.076007464,0.883086399,0.016438181,0.007891388,0.925112062,0.041925924,0.802419173,0.06637431,0.058833088,0.132492816,0.019996376
TCGA-LG-A6GG-01A-11D-A30Y-05,Primary Tumor,0.927612116,0.057846744,0.015446594,0.580780441,0.703600542,0.342012971,0.041446471,0.860441246,0.016625124,0.010123869,0.903774562,0.037858237,0.845668808,0.061478841,0.02418077,0.073330879,0.022154296
TCGA-LG-A9QC-01A-11D-A36Y-05,Primary Tumor,0.854677405,0.020135938,0.016817888,0.635398391,0.885713341,0.354767509,0.037153174,0.923897834,0.020574288,0.012057206,0.917583068,0.041794989,0.603721985,0.054683899,0.033946491,0.09046014,0.020073964
TCGA-LG-A9QD-01A-11D-A383-05,Primary Tumor,0.903466701,0.198538897,0.020368922,0.608340654,0.870126224,0.391353878,0.089782952,0.915427834,0.021326502,0.012604814,0.944930655,0.04912112,0.883391565,0.066659795,0.085510452,0.113923234,0.043033623
TCGA-MI-A75C-01A-11D-A32R-05,Primary Tumor,0.900998611,0.083003188,0.016490399,0.753839567,0.870420696,0.710492093,0.074435924,0.906544574,0.017690826,0.010412774,0.932283441,0.029358347,0.923904529,0.062419998,0.043533854,0.058345061,0.018147122
TCGA-MI-A75E-01A-11D-A32R-05,Primary Tumor,0.936332075,0.153905925,0.018918139,0.680265851,0.751330566,0.470806378,0.03855788,0.908085051,0.01793571,0.0114136,0.951855506,0.036910533,0.891931248,0.08300118,0.039773255,0.082003239,0.033380484
TCGA-MI-A75G-01A-11D-A32R-05,Primary Tumor,0.921273292,0.148911376,0.018432757,0.676339181,0.864663544,0.776100191,0.035502346,0.89724405,0.021599759,0.012514943,0.945562243,0.046406119,0.295560701,0.071343598,0.033370423,0.103803087,0.032699754
TCGA-MI-A75H-01A-11D-A32R-05,Primary Tumor,0.937483624,0.130608143,0.01830936,0.753019254,0.894445069,0.551484069,0.059632739,0.902219899,0.019472491,0.013958952,0.933000582,0.029005224,0.853035248,0.062384051,0.034871097,0.086650263,0.021647613
TCGA-MI-A75I-01A-11D-A32R-05,Primary Tumor,0.920058822,0.218385279,0.019976735,0.563290433,0.782104562,0.450595212,0.03840358,0.855243884,0.022398176,0.014172079,0.930094015,0.039740152,0.901762003,0.055202727,0.042150044,0.097376377,0.01668044
TCGA-MR-A520-01A-11D-A264-05,Primary Tumor,0.94036637,0.125936437,0.014993493,0.745280542,0.915655808,0.684687691,0.045545293,0.891403526,0.016691764,0.009771718,0.948182335,0.029395436,0.859086468,0.064928253,0.056558069,0.080712319,0.023245825
TCGA-MR-A8JO-01A-12D-A369-05,Primary Tumor,0.927730026,0.069171548,0.015634005,0.685919479,0.754746353,0.536925789,0.049214018,0.86615658,0.019247339,0.013275284,0.931434933,0.036496347,0.829372535,0.064214797,0.061290884,0.098550704,0.024945039
TCGA-NI-A4U2-01A-11D-A28Y-05,Primary Tumor,0.908418503,0.043810002,0.016535878,0.402744778,0.273362695,0.346372629,0.044455564,0.839327216,0.016724823,0.011648112,0.939117793,0.04356588,0.312010517,0.072832931,0.037584881,0.058969601,0.033024068
TCGA-NI-A8LF-01A-11D-A369-05,Primary Tumor,0.882482072,0.019753038,0.019551143,0.740900589,0.899488957,0.404015918,0.075608754,0.910293342,0.015963318,0.01474119,0.903351416,0.051650958,0.572972776,0.074143697,0.059086823,0.077346387,0.02074888
TCGA-O8-A75V-01A-11D-A32R-05,Primary Tumor,0.937383302,0.139418396,0.015919166,0.666550123,0.829422364,0.564348548,0.039095823,0.882742075,0.017982823,0.011536341,0.940546704,0.032455037,0.725564836,0.04626053,0.054411456,0.133712312,0.024908297
TCGA-PD-A5DF-01A-11D-A27W-05,Primary Tumor,0.887555713,0.015442014,0.021023022,0.423787066,0.266620037,0.323929078,0.036660819,0.800868709,0.018952804,0.011899746,0.936054952,0.038094782,0.871731841,0.06160197,0.030502669,0.057300999,0.021913482
TCGA-QA-A7B7-01A-11D-A32R-05,Primary Tumor,0.825268452,0.04571751,0.015178781,0.601218525,0.710269977,0.287594481,0.064999864,0.921443133,0.017127785,0.011299368,0.740729421,0.039400063,0.783355276,0.069424129,0.048452911,0.07992724,0.02367536
TCGA-RC-A6M3-01A-11D-A32R-05,Primary Tumor,0.918687028,0.117537941,0.016522467,0.787603857,0.848913813,0.462491768,0.067120055,0.929678396,0.017485761,0.011850673,0.926423032,0.048887929,0.89936379,0.108821486,0.081022171,0.094003716,0.02171653
TCGA-RC-A6M4-01A-11D-A32R-05,Primary Tumor,0.941858287,0.10471226,0.017014625,0.591690182,0.895983444,0.220570134,0.047845749,0.922359483,0.018183685,0.011784683,0.953259404,0.031422051,0.569106156,0.067335412,0.035519994,0.084589388,0.025163417
TCGA-RC-A6M5-01A-11D-A32R-05,Primary Tumor,0.924023884,0.128462197,0.01622755,0.649726774,0.793347324,0.483108354,0.052541365,0.877425904,0.017658333,0.010611172,0.925508839,0.036143286,0.899072182,0.063254733,0.032588231,0.122447966,0.020022176
TCGA-RC-A6M6-01A-11D-A32R-05,Primary Tumor,0.924733355,0.169421035,0.01602125,0.364572338,0.628908825,0.490660273,0.043514906,0.751996974,0.016647459,0.011288115,0.898933808,0.036634098,0.825776494,0.082617524,0.042347507,0.13567078,0.020958721
TCGA-RC-A7S9-01A-11D-A341-05,Primary Tumor,0.930049969,0.0226603,0.01545643,0.56069908,0.190418665,0.274155617,0.038035907,0.921716985,0.017283904,0.01048283,0.938139752,0.039897061,0.90382618,0.068061843,0.033559058,0.079132666,0.018396577
TCGA-RC-A7SB-01A-21D-A356-05,Primary Tumor,0.92794629,0.013908837,0.01701832,0.714886938,0.737495888,0.314321811,0.036736918,0.807194234,0.016861364,0.012764431,0.940180709,0.033100673,0.558103348,0.04313738,0.030681622,0.067615454,0.017928569
TCGA-RC-A7SF-01A-11D-A356-05,Primary Tumor,0.914923378,0.012280236,0.015027848,0.683893521,0.8884285,0.480015142,0.031609004,0.90509967,0.01690738,0.01083351,0.950453264,0.029837442,0.653875288,0.046691052,0.035476158,0.064269124,0.016139782
TCGA-RC-A7SH-01A-11D-A383-05,Primary Tumor,0.929876842,0.190822729,0.017196355,0.735933108,0.886424964,0.820150555,0.089708402,0.90760605,0.021723598,0.011502932,0.934444807,0.040138212,0.897165621,0.093555632,0.04306994,0.094641502,0.030906179
TCGA-RC-A7SK-01A-11D-A356-05,Primary Tumor,0.934042876,0.015914041,0.01419584,0.723771425,0.862872861,0.412465405,0.035493717,0.868081431,0.015569426,0.011337753,0.943132324,0.025972447,0.880980224,0.053836932,0.027003372,0.076041329,0.018010438
TCGA-RG-A7D4-01A-12D-A341-05,Primary Tumor,0.887726151,0.049086783,0.013199551,0.515668794,0.763807441,0.630511872,0.037061773,0.836254566,0.016013045,0.00967349,0.923858147,0.039136513,0.788462917,0.041692707,0.039814102,0.0911163,0.021123271
TCGA-T1-A6J8-01A-11D-A32R-05,Primary Tumor,0.923182592,0.17317565,0.018982384,0.679352619,0.821877873,0.366994217,0.049309435,0.908322981,0.01674139,0.013233522,0.928232051,0.044339467,0.748496038,0.072500562,0.066534447,0.127252553,0.022836004
TCGA-UB-A7MA-01A-11D-A341-05,Primary Tumor,0.916562904,0.046984008,0.016201015,0.751583123,0.620557959,0.656998534,0.03401623,0.924452405,0.017827229,0.011785037,0.94298008,0.035390015,0.776663865,0.044532246,0.04810936,0.111080151,0.023571584
TCGA-UB-A7MB-01A-11D-A341-05,Primary Tumor,0.845911674,0.094695856,0.014256037,0.517332725,0.252017166,0.210776146,0.058754336,0.893742658,0.01554347,0.010605426,0.934069698,0.047883915,0.893805813,0.054178261,0.056646854,0.081658956,0.025768635
TCGA-UB-A7MC-01A-11D-A341-05,Primary Tumor,0.918118231,0.067404516,0.020265346,0.68589415,0.774848603,0.514662248,0.046428195,0.891863681,0.017777495,0.01224268,0.922484344,0.036668241,0.706129128,0.052454462,0.047057009,0.096475511,0.020338328
TCGA-UB-A7MD-01A-12D-A356-05,Primary Tumor,0.913300235,0.012438681,0.015958232,0.63959827,0.661563358,0.43886881,0.030234299,0.913679003,0.016179082,0.01174979,0.938457237,0.019388801,0.701762691,0.04708637,0.028137794,0.05309247,0.017951503
TCGA-UB-A7ME-01A-11D-A33L-05,Primary Tumor,0.946316785,0.097531586,0.011306777,0.751703013,0.864238278,0.698324853,0.055719341,0.88715443,0.015388689,0.009946042,0.923738902,0.038466539,0.729764725,0.079302747,0.046770799,0.09433571,0.027970903
TCGA-UB-A7MF-01A-11D-A33L-05,Primary Tumor,0.872357993,0.104848387,0.015425454,0.730799904,0.898808281,0.438713485,0.066531696,0.919969428,0.019474805,0.011785402,0.947156758,0.033840526,0.836912443,0.039732045,0.045223217,0.082533383,0.020684527
TCGA-UB-AA0U-01A-11D-A383-05,Primary Tumor,0.929839901,0.201493554,0.016429754,0.673942819,0.772876801,0.390016815,0.053696931,0.891809561,0.016356589,0.01106787,0.93439791,0.032626138,0.586241148,0.116717221,0.089640862,0.114736811,0.023879025
TCGA-UB-AA0V-01A-11D-A383-05,Primary Tumor,0.909429971,0.263843833,0.018321316,0.573670184,0.703114396,0.38957769,0.069631855,0.94892496,0.024106034,0.01280309,0.947189097,0.060075039,0.894574496,0.116754222,0.046250347,0.135476616,0.027858845
TCGA-WJ-A86L-01A-12D-A39G-05,Primary Tumor,0.909590887,0.221490301,0.0151203,0.628732956,0.729161966,0.23962545,0.052580089,0.881235197,0.020346829,0.011489503,0.934432423,0.037842378,0.63335441,0.088184634,0.028170247,0.102679816,0.025830352
TCGA-WQ-A9G7-01A-11D-A36Y-05,Primary Tumor,0.849169373,0.015910704,0.019095496,0.602691494,0.522722323,0.498663076,0.03884742,0.909628898,0.026457153,0.014271919,0.939311159,0.044235857,0.800441771,0.072103769,0.03498062,0.069959204,0.031630255
TCGA-WQ-AB4B-01A-11D-A40X-05,Primary Tumor,0.827937065,0.015037043,0.017317276,0.757322111,0.825775798,0.358470619,0.029149145,0.916651866,0.021614509,0.011583855,0.951608284,0.089896901,0.681917496,0.041962063,0.028357562,0.07722064,0.015783759
TCGA-WX-AA44-01A-11D-A39G-05,Primary Tumor,0.892251278,0.106242929,0.017323971,0.814552749,0.890212981,0.714170922,0.035479755,0.923707875,0.016935764,0.012422915,0.933799006,0.049990405,0.880882095,0.052150156,0.036420758,0.074048778,0.024056713
TCGA-WX-AA46-01A-11D-A39G-05,Primary Tumor,0.89286522,0.099204747,0.017510185,0.745554602,0.871614932,0.317539837,0.09494958,0.917859071,0.018738284,0.011184135,0.950711759,0.034734264,0.933960463,0.094231049,0.038986664,0.094787753,0.023390093
